year,team,conference,division,ranking,rating
2022,Texas A&M,SEC,West,55,3.3
2022,Auburn,SEC,West,56,3.1
2022,Houston,American Athletic,,57,2.8
2022,UTSA,Conference USA,,58,2.7
2022,Fresno State,Mountain West,West,59,2.4
2022,Troy,Sun Belt,West,59,2.4
2022,SMU,American Athletic,,61,1.9
2022,South Dakota State,MVFC,,62,1.1
2022,Michigan State,Big Ten,East,62,1.1
2022,South Alabama,Sun Belt,West,62,1.1
2022,Boise State,Mountain West,Mountain,65,1.0
2022,Marshall,Sun Belt,East,66,0.6
2022,Western Kentucky,Conference USA,,67,-0.1
2022,BYU,FBS Independents,,68,-0.3
2022,App State,Sun Belt,East,69,-0.8
2022,UAB,Conference USA,,70,-1.1
2022,California,Pac-12,,71,-1.3
2022,Louisiana,Sun Belt,West,72,-1.7
2022,Nebraska,Big Ten,West,73,-1.8
2022,Navy,American Athletic,,74,-1.9
2022,Arizona,Pac-12,,75,-2.0
2022,Vanderbilt,SEC,East,76,-2.4
2022,Sacramento State,Big Sky,,77,-3.0
2022,Toledo,Mid-American,West,78,-3.4
2022,Liberty,FBS Independents,,79,-3.5
2022,Indiana,Big Ten,East,79,-3.5
2022,Ohio,Mid-American,East,81,-3.6
2022,Army,FBS Independents,,82,-3.8
2022,Arizona State,Pac-12,,83,-3.9
2022,North Texas,Conference USA,,84,-4.6
2022,Miami,ACC,Coastal,84,-4.6
2022,Tulsa,American Athletic,,86,-4.7
2022,Georgia Southern,Sun Belt,East,87,-4.8
2022,Stanford,Pac-12,,88,-5.1
2022,Georgia State,Sun Belt,East,89,-5.2
2022,Southern Miss,Sun Belt,West,89,-5.2
2022,Weber State,Big Sky,,91,-5.5
2022,Florida Atlantic,Conference USA,,92,-5.9
2022,Georgia Tech,ACC,Coastal,93,-6.0
2022,Virginia,ACC,Coastal,93,-6.0
2022,North Dakota State,MVFC,,95,-6.1
2022,Kent State,Mid-American,East,96,-6.4
2022,Coastal Carolina,Sun Belt,East,96,-6.4
2022,San José State,Mountain West,West,98,-6.5
2022,San Diego State,Mountain West,West,99,-6.9
2022,UC Davis,Big Sky,,100,-7.1
2022,Northwestern,Big Ten,West,101,-7.2
2022,Rutgers,Big Ten,East,102,-7.3
2022,Buffalo,Mid-American,East,102,-7.3
2022,Incarnate Word,Southland,,104,-7.4
2022,Middle Tennessee,Conference USA,,105,-7.7
2022,Montana State,Big Sky,,106,-7.8
2022,Virginia Tech,ACC,Coastal,107,-8.7
2022,Eastern Michigan,Mid-American,West,108,-9.2
2022,Idaho,Big Sky,,109,-9.5
2022,Old Dominion,Sun Belt,East,110,-9.6
2022,UNLV,Mountain West,West,111,-10.0
2022,Wyoming,Mountain West,Mountain,111,-10.0
2022,Boston College,ACC,Atlantic,113,-10.2
2022,Temple,American Athletic,,113,-10.2
2022,William & Mary,CAA,,115,-11.0
2022,UConn,FBS Independents,,116,-11.2
2022,UTEP,Conference USA,,117,-11.3
2022,Arkansas State,Sun Belt,West,118,-11.4
2022,Furman,Southern,,119,-11.5
2022,New Mexico State,FBS Independents,,120,-11.6
2022,Ball State,Mid-American,West,120,-11.6
2022,Jackson State,SWAC,East,122,-11.7
2022,Montana,Big Sky,,123,-11.8
2022,Northern Iowa,MVFC,,124,-11.9
2022,South Florida,American Athletic,,125,-12.0
2022,Rice,Conference USA,,126,-12.1
2022,Utah State,Mountain West,Mountain,126,-12.1
2022,UL Monroe,Sun Belt,West,128,-12.2
2022,Miami (OH),Mid-American,East,128,-12.2
2022,Central Michigan,Mid-American,West,128,-12.2
2022,Delaware,CAA,,131,-12.3
2022,Texas State,Sun Belt,West,132,-12.8
2022,Samford,Southern,,133,-13.1
2022,Mercer,Southern,,134,-13.2
2022,Holy Cross,Patriot,,135,-13.5
2022,Western Michigan,Mid-American,West,136,-13.6
2022,Akron,Mid-American,East,137,-13.8
2022,Richmond,CAA,,138,-13.9
2022,Southern Illinois,MVFC,,139,-14.1
2022,Jacksonville State,Atlantic Sun,,140,-14.2
2022,Louisiana Tech,Conference USA,,141,-14.3
2022,Bowling Green,Mid-American,East,141,-14.3
2022,Southeast Missouri State,OVC,,143,-14.7
2022,Colorado,Pac-12,,143,-14.7
2022,Chattanooga,Southern,,143,-14.7
2022,Elon,CAA,,146,-14.9
2022,Northern Illinois,Mid-American,West,147,-15.0
2022,North Dakota,MVFC,,147,-15.0
2022,Abilene Christian,Western Athletic,,149,-16.6
2022,Colorado State,Mountain West,Mountain,150,-17.1
2022,Nevada,Mountain West,West,150,-17.1
2022,Gardner-Webb,Big South,,152,-17.7
2022,SE Louisiana,Southland,,153,-17.9
2022,Missouri State,MVFC,,154,-18.0
2022,Princeton,Ivy,,154,-18.0
2022,Youngstown State,MVFC,,156,-18.2
2022,Rhode Island,CAA,,157,-18.3
2022,Hawai'i,Mountain West,West,158,-18.4
2022,Charlotte,Conference USA,,159,-18.8
2022,New Mexico,Mountain West,Mountain,160,-19.1
2022,Yale,Ivy,,161,-19.6
2022,North Carolina Central,MEAC,,162,-19.7
2022,Fordham,Patriot,,163,-20.0
2022,UT Martin,OVC,,164,-20.9
2022,St. Francis (PA),NEC,,165,-21.0
2022,Eastern Kentucky,Atlantic Sun,,165,-21.0
2022,Southern Utah,Western Athletic,,167,-21.1
2022,Campbell,Big South,,168,-21.3
2022,Austin Peay,Atlantic Sun,,168,-21.3
2022,New Hampshire,CAA,,170,-21.8
2022,Central Arkansas,Atlantic Sun,,171,-22.3
2022,Illinois State,MVFC,,172,-22.6
2022,Florida International,Conference USA,,173,-22.8
2022,South Dakota,MVFC,,174,-23.3
2022,Sam Houston,Western Athletic,,175,-23.7
2022,Massachusetts,FBS Independents,,176,-23.8
2022,Harvard,Ivy,,177,-23.9
2022,Pennsylvania,Ivy,,178,-24.3
2022,Utah Tech,Western Athletic,,179,-25.4
2022,Northern Arizona,Big Sky,,180,-25.5
2022,North Carolina A&T,Big South,,181,-26.0
2022,Stephen F. Austin,Western Athletic,,182,-26.2
2022,Florida A&M,SWAC,East,183,-26.5
2022,Western Carolina,Southern,,184,-26.8
2022,Villanova,CAA,,185,-27.0
2022,Tarleton State,Western Athletic,,186,-27.1
2022,Monmouth,CAA,,187,-27.5
2022,East Tennessee State,Southern,,188,-27.8
2022,Bryant,Big South,,189,-28.2
2022,Eastern Washington,Big Sky,,190,-28.3
2022,Southern,SWAC,West,190,-28.3
2022,Portland State,Big Sky,,192,-28.5
2022,St. Thomas (MN),Pioneer,,193,-29.4
2022,Kennesaw State,Atlantic Sun,,194,-29.5
2022,Indiana State,MVFC,,194,-29.5
2022,Texas Southern,SWAC,West,196,-29.6
2022,Columbia,Ivy,,196,-29.6
2022,Dartmouth,Ivy,,198,-29.7
2022,UAlbany,CAA,,199,-29.9
2022,Prairie View A&M,SWAC,West,200,-30.0
2022,Towson,CAA,,201,-30.3
2022,Howard,MEAC,,202,-30.4
2022,Wofford,Southern,,203,-31.3
2022,East Texas A&M,Southland,,204,-31.5
2022,Tennessee Tech,OVC,,205,-31.6
2022,Tennessee State,OVC,,206,-31.9
2022,Alabama State,SWAC,East,207,-32.1
2022,The Citadel,Southern,,208,-32.2
2022,Merrimack,NEC,,209,-32.3
2022,Maine,CAA,,210,-33.2
2022,Lindenwood,OVC,,211,-33.4
2022,Duquesne,NEC,,211,-33.4
2022,Alcorn State,SWAC,West,213,-33.6
2022,Cal Poly,Big Sky,,214,-33.7
2022,Charleston Southern,Big South,,215,-33.8
2022,Butler,Pioneer,,216,-34.6
2022,Davidson,Pioneer,,216,-34.6
2022,Northern Colorado,Big Sky,,216,-34.6
2022,Western Illinois,MVFC,,219,-34.7
2022,Colgate,Patriot,,220,-35.2
2022,Hampton,CAA,,221,-35.4
2022,Lafayette,Patriot,,222,-35.6
2022,Eastern Illinois,OVC,,223,-36.0
2022,Cornell,Ivy,,224,-36.4
2022,Idaho State,Big Sky,,224,-36.4
2022,San Diego,Pioneer,,226,-36.7
2022,North Alabama,Atlantic Sun,,227,-36.8
2022,Northwestern State,Southland,,227,-36.8
2022,Brown,Ivy,,227,-36.8
2022,McNeese,Southland,,230,-37.5
2022,Morgan State,MEAC,,231,-38.2
2022,Alabama A&M,SWAC,East,231,-38.2
2022,Sacred Heart,NEC,,233,-38.4
2022,Nicholls,Southland,,233,-38.4
2022,South Carolina State,MEAC,,235,-38.6
2022,Stony Brook,CAA,,236,-38.7
2022,Grambling,SWAC,West,237,-39.2
2022,Dayton,Pioneer,,238,-39.5
2022,Lamar,Southland,,239,-39.8
2022,VMI,Southern,,239,-39.8
2022,Lehigh,Patriot,,241,-40.2
2022,Stonehill,NEC,,242,-40.4
2022,Long Island University,NEC,,243,-40.8
2022,Central Connecticut,NEC,,244,-41.0
2022,Murray State,OVC,,245,-41.6
2022,Drake,Pioneer,,246,-41.7
2022,Delaware State,MEAC,,247,-41.8
2022,Georgetown,Patriot,,248,-42.0
2022,Bucknell,Patriot,,249,-42.1
2022,Mississippi Valley State,SWAC,East,250,-43.0
2022,Bethune-Cookman,SWAC,East,251,-44.1
2022,Houston Christian,Southland,,252,-44.5
2022,Valparaiso,Pioneer,,253,-44.6
2022,Stetson,Pioneer,,254,-45.5
2022,Robert Morris,Big South,,255,-46.6
2022,Arkansas-Pine Bluff,SWAC,West,256,-47.0
2022,Norfolk State,MEAC,,257,-47.8
2022,Marist,Pioneer,,258,-49.0
2022,Morehead State,Pioneer,,259,-50.5
2022,Wagner,NEC,,260,-53.1
2022,Presbyterian,Pioneer,,261,-60.9
