year,team,conference,division,ranking,rating
2021,Navy,American Athletic,West,88,-5.545878014249666
2021,Colorado,Pac-12,South,89,-5.825051985983407
2021,Northern Illinois,Mid-American,West,90,-5.988619066176716
2021,Georgia State,Sun Belt,West,91,-6.62709829353894
2021,Tulane,American Athletic,West,92,-6.643866027375802
2021,UTEP,Conference USA,West,93,-6.745892641339817
2021,Indiana,Big Ten,East,94,-6.873235994385914
2021,Western Michigan,Mid-American,West,95,-7.04933810628511
2021,Northwestern,Big Ten,West,96,-7.1568216252589005
2021,Ball State,Mid-American,West,97,-7.307636163774768
2021,Florida Atlantic,Conference USA,East,98,-7.614636716903635
2021,Hawai'i,Mountain West,West,99,-7.753929023383701
2021,Louisiana Tech,Conference USA,West,100,-7.814056830568213
2021,UNLV,Mountain West,West,101,-7.913375530609218
2021,Middle Tennessee,Conference USA,East,102,-8.20188806092576
2021,South Alabama,Sun Belt,East,103,-8.579349331573965
2021,Old Dominion,Conference USA,East,104,-9.225753388768181
2021,Arizona,Pac-12,South,105,-9.24125834080933
2021,San José State,Mountain West,West,106,-9.94260686835838
2021,Vanderbilt,SEC,East,107,-10.185991234920106
2021,Troy,Sun Belt,East,108,-10.4160380094977
2021,South Florida,American Athletic,East,109,-10.513622615322936
2021,North Texas,Conference USA,West,110,-12.128817305495744
2021,Kent State,Mid-American,East,111,-13.542119493619804
2021,Ohio,Mid-American,East,112,-13.81116376193292
2021,Buffalo,Mid-American,East,113,-14.437948464171491
2021,UL Monroe,Sun Belt,East,114,-14.447802197417827
2021,Georgia Southern,Sun Belt,West,115,-14.851308736089214
2021,Kansas,Big 12,,116,-14.85919985059784
2021,New Mexico,Mountain West,Mountain,117,-15.135246697016893
2021,Texas State,Sun Belt,East,118,-15.61856794045387
2021,Duke,ACC,Coastal,119,-15.618946674798218
2021,Rice,Conference USA,West,120,-15.622863186171553
2021,Charlotte,Conference USA,East,121,-16.431756075193217
2021,Arkansas State,Sun Belt,East,122,-16.84030316643473
2021,Bowling Green,Mid-American,East,123,-17.727087610811115
2021,Southern Miss,Conference USA,West,124,-19.064840383113637
2021,Temple,American Athletic,East,125,-19.68098124481094
2021,Massachusetts,FBS Independents,,126,-19.704561495748216
2021,New Mexico State,FBS Independents,,127,-20.58640116664845
2021,UConn,FBS Independents,,128,-21.3750192045276
2021,Akron,Mid-American,East,129,-22.640579227210495
2021,Florida International,Conference USA,East,130,-27.502344906175885
